,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,WHITE COURSE LLC,1%,Managing Member,
,,,,,
475,Wilshire Hall LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,75,Trump Family Members,,Member
,,,,,
476,Wollman Rink Operations LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
477,YORKTOWN REAL ESTATE LLC (F/K/A Yorktown Development Associates LLC) *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
478,"HWA 555 Owners, LLC",,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Hudson Waterfront Associates I, LP",,Partner
,,,,,
479,"1290 AVENUE OF THE AMERICAS, A TENANCY-IN-COMMON",,,,
,Owned by:,% Ownership,Name,,Role
,,52,HWA 1290 III LLC,,Partner
,,20.2,HWA 1290 IV LLC,,Partner
,,27.8,HWA 1290 V LLC,,Partner
,,,,,
480,"Trump Management, Inc",,,,
,Owned by:,% Ownership,Name,,Role
,,25,"Trump, Donald J.",,Shareholder
,,75,Trump Family Members,,Shareholder
,,,,,
481,HWA 1290 III LLC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Hudson Waterfront Associates III, LP",,Partner
,Has ownership interest in:,Entity Name,Ownership,Title,
,,1290 Avenue of the Americas,52%,Partner,
,,,,,
482,HWA 1290 IV LLC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Hudson Waterfront Associates IV, LP",,Partner
,Has ownership interest in:,Entity Name,Ownership,Title,
,,1290 Avenue of the Americas,20.20%,Partner,
,,,,,
483,HWA 1290 V LLC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Hudson Waterfront Associates V, LP",,Partner
,Has ownership interest in:,Entity Name,Ownership,Title,
,,1290 Avenue of the Americas,27.80%,Partner,
,,,,,
,,,,,
485,THC China Development Management Corp *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
486,Travel Enterprises Management Inc,,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
487,Trump Las Vegas Marketing and Sales LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
,,,,,
,,,,,
490,The Donald J. Trump Company LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,The Donald J. Trump Revocable Trust,,Member
,,,,,
,,,,,
,,,,,
493,DT BALI GOLF MANAGER LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,DT BALI GOLF MANAGER MEMBER CORP,,Managing Member
,,99,TTTT VENTURE LLC,,Member
,,,,,
494,DT BALI GOLF MANAGER MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,DT BALI GOLF MANAGER,1%,Managing Member,
,,,,,
495,DT BALI HOTEL MANAGER LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,DT BALI HOTEL MANAGER MEMBER CORP,,Managing Member
,,99,TTTT VENTURE LLC,,Member
,,,,,
496,DT BALI HOTEL MANAGER MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,DT BALI HOTEL MANAGER LLC,1%,Managing Member,
,,,,,
497,DT BALI TECHNICAL SERVICES MANAGER LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,DT BALI TECHNICAL SERVICES MANAGER MEMBER CORP,,Managing Member
,,99,TTTT VENTURE LLC,,Member
,,,,,
498,DT BALI TECHNICAL SERVICES MANAGER MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,DT BALI TECHNICAL SERVICES MANAGER LLC,1%,Managing Member,
,,,,,
499,DT CONNECT EUROPE LIMITED,,,,
,Owned by:,% Ownership,Name,,Role
,,100,Golf Recreation Scotland Limited,,Partner
,,,,,
500,DT ENDEAVOR I LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
501,DT JEDDAH TECHNICAL SERVICES ADVISOR LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,DT JEDDAH TECHNICAL SERVICES ADVISOR MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
502,DT JEDDAH TECHNICAL SERVICES ADVISOR MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,DT JEDDAH TECHNICAL SERVICES ADVISOR LLC,1%,Managing Member,
,,,,,
503,DT JEDDAH TECHNICAL SERVICES MANAGER LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,DT JEDDAH TECHNICAL SERVICES MANAGER MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
504,DT JEDDAH TECHNICAL SERVICES MANAGER MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,DT JEDDAH TECHNICAL SERVICES MANAGER LLC,1%,Managing Member,
,,,,,
505,DT LIDO GOLF MANAGER LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,DT LIDO GOLF MANAGER MEMBER CORP,,Managing Member
,,99,TTTT VENTURE LLC,,Member
,,,,,
506,DT LIDO GOLF MANAGER MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name:,Ownership,Title,
,,DT LIDO GOLF MANAGER LLC,1%,Managing Member,
,,,,,
507,DT LIDO HOTEL MANAGER LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,DT LIDO HOTEL MANAGER MEMBER CORP,,Managing Member
,,99,TTTT VENTURE LLC,,Member
,,,,,
508,DT LIDO HOTEL MANAGER MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,DT LIDO HOTEL MANAGER LLC,1%,Managing Member,
,,,,,
509,DT LIDO TECHNICAL SERVICES MANAGER LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,DT LIDO TECHNICAL SERVICES MANAGER MEMBER CORP,,Managing Member
,,99,TTTT VENTURE LLC,,Member
,,,,,
510,DT LIDO TECHNICAL SERVICES MANAGER MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,DT LIDO TECHNICAL SERVICES MANAGER MEMBER CORP,1%,Managing Member,
,,,,,
511,DT MARKS BALI LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,DT MARKS BALI MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
512,DT MARKS BALI MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,DT MARKS BALI LLC,1%,Managing Member,
,,,,,
513,DT MARKS LIDO LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,DT MARKS LIDO MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
514,DT MARKS LIDO MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,DT MARKS LIDO LLC,1%,Managing Member,
,,,,,
515,DT TOWER I LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,DT TOWER I MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
516,DT TOWER I MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,DT TOWER I LLC,1%,Managing Member,
,,,,,
517,DT TOWER KOLKATA LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,DT TOWER KOLKATA MANAGING MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
518,DT TOWER KOLKATA MANAGING MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,DT TOWER KOLKATA LLC,1%,Member,
,,,,,
519,DTTM OPERATIONS LLC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,1,DTTM OPERATIONS MANAGING MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TTTT VENTURE LLC,76.272,Member,
,,,,,
520,DTTM OPERATIONS MANAGING MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,DTTM OPERATIONS LLC,1%,Managing Member,
,,,,,
521,EID VENTURE II LLC *(2),,,,
,Owned by:,% Ownership,Name,,Role
,,1,EID VENTURE II MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
522,EID VENTURE II MEMBER CORP *(2),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,EID VENTURE II LLC,1%,Managing Member,
,,,,,
523,MOBILE PAYROLL CONSTRUCTION LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,MOBILE PAYROLL CONSTRUCTION MANAGER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
524,MOBILE PAYROLL CONSTRUCTION MANAGER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,MOBILE PAYROLL CONSTRUCTION LLC,1%,Managing Member,
,,,,,
525,THC DC RESTAURANT HOSPITALITY LLC *(1),,,,
,Owned by:,% Ownership,Name,,role
,,100,OPO HOTEL MANAGER LLC,,Member
,,,,,
526,THC JEDDAH HOTEL ADVISOR LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,THC JEDDAH HOTEL ADVISOR MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
527,THC JEDDAH HOTEL ADVISOR MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,THC JEDDAH HOTEL ADVISOR LLC,1%,Managing Member,
,,,,,
528,THC JEDDAH HOTEL MANAGER LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,THC JEDDAH HOTEL MANAGER MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
529,THC JEDDAH HOTEL MANAGER MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,THC JEDDAH HOTEL MANAGER LLC,1%,Managing Member,
,,,,,
530,C DEVELOPMENT VENTURES LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,C DEVELOPMENT VENTURES MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
531,C DEVELOPMENT VENTURES MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,C DEVELOPMENT VENTURES LLC,1%,Managing Member,
,,,,,
532,TC MARKS BUENOS AIRES LLC *(4 DISSOLVED 11/26/17),,,,
,Owned by:,% Ownership,Name,,Role
